标题,朝代,作者,诗文
白云歌送刘十六归山,唐代,李白,"['\r\n                    楚山秦山皆白云，白云处处长随君。', '长随君，君入楚山里，云亦随君渡湘水。', '湘水上，女萝衣，白云堪卧君早归。 \r\n                ']"
